user_id,item_id,rating,timestamp
250,123,3,878089837
378,63,3,880333719
592,845,4,882608573
916,652,4,880844291
2,291,3,888551647
870,135,3,875680045
543,313,3,887912223
634,235,3,875729825
213,471,3,878870816
495,496,5,888632888
600,515,5,888451492
267,771,3,878973900
152,487,5,882474587
332,769,3,888360532
385,172,2,879442109
450,386,4,882397049
396,472,5,884646647
435,684,4,884131356
393,237,4,887744328
792,508,2,877910478
405,1062,1,885549904
94,411,3,891724508
289,742,4,876789463
452,510,4,875562475
339,650,4,891032438
523,167,4,883702233
820,343,4,887955241
311,380,4,884366067
326,136,4,879874933
393,922,4,887744419
622,283,4,882590534
201,737,2,884112077
896,836,3,887158635
703,259,1,875242336
65,98,4,879218418
457,436,4,882547619
912,655,5,875966320
108,931,2,879880190
276,550,4,874792574
332,566,4,888360342
711,566,2,879995259
230,211,5,880485181
493,333,4,884133084
790,79,4,885156538
585,543,3,891284393
643,780,4,891449442
85,194,4,879454189
847,501,3,878940463
763,961,5,878919083
568,529,4,877907877
288,1039,2,886373565
556,523,5,882136205
389,346,4,885681315
11,731,4,891904789
458,143,4,886396005
650,195,4,891369442
258,315,3,885701004
213,175,4,878955599
378,435,4,889665232
374,292,4,880392237
535,727,4,879618502
214,45,4,891543952
561,241,2,885809119
497,1407,3,879362609
59,660,4,888205534
788,482,4,880869787
483,432,3,884047278
405,716,1,885547408
640,38,4,874778612
347,183,3,881654232
276,57,3,874787526
592,192,5,882955460
647,993,4,876534131
778,204,4,890726518
389,780,3,880614316
545,680,2,879898486
321,212,3,879440342
354,13,3,891216825
221,1210,3,875246887
183,405,4,891464393
889,435,4,880179536
426,524,4,879442785
654,468,4,887864757
494,924,4,879541475
380,506,3,885481179
44,633,3,878347633
933,1070,2,874854031
474,663,4,887924084
721,162,2,877147503
207,238,2,876079087
804,49,2,879447476
474,126,4,887915366
941,993,4,875048996
87,427,4,879877824
194,213,2,879523575
707,719,3,886288189
215,227,5,891436469
387,2,4,886483195
409,61,4,881109420
588,623,3,890026939
454,1269,3,881959698
232,900,5,888364663
373,660,4,877105075
618,216,3,891308791
330,708,3,876545598
417,208,3,879648026
757,449,3,888466782
638,472,3,876695307
234,136,4,892317967
621,398,2,874964605
660,67,1,891201859
350,211,2,882347466
324,690,4,880574901
674,294,4,887762296
244,458,3,880604405
675,937,1,889490151
892,357,5,886607568
553,641,4,879948386
13,235,2,882141841
346,363,3,874951062
399,338,1,882509709
479,168,5,889126007
798,703,4,876177414
386,281,3,877655145
528,294,3,888520438
301,199,4,882076239
102,559,3,888803052
62,245,2,879373232
137,96,5,881433654
405,923,2,885549464
121,291,3,891390477
255,288,4,883216185
757,326,3,888443434
645,173,4,892053748
796,31,4,893194547
539,382,5,879787825
429,511,5,882385542
678,237,3,879544915
320,100,4,884748579
352,7,3,884290549
923,174,5,880388872
607,19,3,883879613
267,1336,1,878974659
848,265,4,887047808
788,185,4,880868316
13,141,2,890705034
18,510,4,880130680
342,950,2,875318423
270,77,2,876956038
859,1132,3,885775513
506,747,2,874874629
276,552,3,874795795
868,222,3,877108989
20,118,4,879668442
682,1178,1,888521866
328,915,3,893195665
27,286,3,891543393
145,405,3,875270970
628,984,5,880776981
186,1046,3,879023751
393,1043,3,889728324
279,721,5,875312719
622,62,4,882592850
416,289,3,876696788
725,333,5,876106729
456,210,3,881374849
402,50,4,876266741
523,67,4,883702654
527,207,4,879455873
171,315,4,891034835
621,73,5,874962772
844,1039,4,877382717
279,395,4,875659329
889,943,3,880178512
43,238,2,883955160
880,1446,4,880174705
328,601,4,885048004
406,1109,4,882480865
37,597,5,880915607
380,181,3,885478391
926,302,4,888351713
870,216,4,875680520
207,866,3,876079054
836,419,2,885753979
943,403,4,888639746
374,228,5,880395973
585,582,3,891282894
195,451,5,875771441
570,327,4,881262795
345,66,3,884993069
417,179,4,879647749
416,387,3,886319288
653,620,3,880153740
268,185,3,875309801
389,657,5,879991115
506,539,4,884517135
484,222,5,883402900
159,873,2,893256062
751,742,3,889132347
892,72,4,886609939
293,51,3,888907674
381,1119,4,892696252
7,552,4,891354531
680,25,4,876816310
210,132,4,887736206
875,176,4,876465112
854,42,4,882813990
276,558,4,874787526
711,22,4,879993073
654,1020,4,887864566
250,69,5,878092059
859,846,5,885775612
450,692,4,882373724
634,248,4,877018311
704,607,4,891397535
387,919,5,886479575
463,285,4,877385125
336,959,3,877758138
691,631,4,875543025
406,478,4,879445378
160,168,4,876858091
339,173,5,891034254
741,172,5,891018339
505,358,3,888631555
533,1173,4,885820219
189,990,3,893264849
291,1209,1,875086308
389,204,4,879991017
405,52,1,885546379
618,755,2,891309670
867,204,4,880078958
328,273,3,885046134
429,495,3,882385358
637,118,1,882904961
442,470,4,883391167
189,297,3,893264023
339,1248,3,891034538
896,318,4,887158294
404,750,3,883790750
16,602,5,877719333
303,97,5,879468459
92,157,4,875653988
832,288,3,888259984
161,14,4,891171413
288,211,5,886374473
766,530,4,891309703
452,61,1,887718917
244,365,2,880608599
746,186,4,885075497
758,62,2,881978368
60,176,4,883326057
543,324,3,890723992
99,331,3,885678247
11,51,4,891906439
654,195,4,887864350
546,569,4,885141502
927,1095,2,879182939
135,265,3,879857797
615,937,2,879447530
681,328,3,885409810
303,408,4,879467035
886,24,4,876031973
535,923,4,879617531
535,83,4,879618091
207,319,3,879664891
864,8,5,888887402
727,578,3,883711897
213,281,4,878871038
291,820,4,875087125
605,1,4,879365748
130,930,3,876251072
805,443,5,881695196
583,483,5,879384338
801,294,5,890332748
805,127,3,879971215
452,186,1,875875499
608,939,4,880405896
686,514,5,879545662
345,64,5,884902317
151,10,5,879524921
889,100,4,880176845
731,215,5,886182555
639,638,4,891239790
699,930,2,880696344
380,414,2,885480046
499,307,4,885597747
497,97,4,879310473
148,529,5,877398901
299,962,4,889501593
54,7,4,880935294
705,550,2,883428058
59,746,5,888204642
125,427,4,879454277
817,117,5,874815947
456,101,3,881375284
73,433,4,888626437
288,132,3,886374129
927,28,4,879183511
435,755,2,884132266
843,526,3,879447625
293,303,4,888904220
270,379,5,876956232
909,744,3,891920763
488,1025,2,891293263
187,52,4,879465683
774,553,2,888556867
681,690,4,885409770
54,117,5,880935384
7,266,4,891350703
363,208,4,891496190
276,1239,1,874977512
675,463,5,889489003
526,307,2,885681958
398,429,4,875716829
619,346,3,885953622
346,127,5,874947747
94,768,3,891722609
580,147,3,884125658
405,530,1,885547953
405,375,1,885546835
877,185,4,882678387
234,1185,3,892335951
922,257,4,891455049
270,778,5,876955711
85,631,4,886282927
428,879,4,885943818
334,429,4,891546299
597,824,3,875342875
539,319,5,879787770
671,581,2,884035173
394,29,3,881058201
913,318,4,880794731
686,22,5,879545181
924,144,3,885458093
538,187,5,877107840
267,65,4,878972071
689,358,4,876674762
619,327,3,885953743
932,671,3,891250915
794,19,4,891036111
77,172,3,884752562
503,582,5,880383064
640,347,3,886353742
553,45,4,879948732
758,144,4,881975267
474,469,4,887925916
396,977,3,884646468
721,261,3,877137214
912,653,3,875965906
279,687,4,878793072
374,216,5,880394997
586,423,2,884058708
465,98,4,883531409
13,859,1,882397040
214,294,3,891542520
586,591,3,884058249
92,1023,2,892655775
763,210,3,878915015
869,284,1,884491966
298,196,4,884182891
45,282,4,881008636
552,111,3,879222238
880,628,2,880166799
49,287,4,888068842
345,315,5,884900653
57,15,4,883697223
336,108,3,877757320
773,89,4,888540020
807,1034,5,893082544
167,83,5,892738384
40,750,3,889041523
450,518,4,882374134
487,672,4,884024462
60,50,5,883326566
23,258,5,876785704
643,204,3,891447901
907,111,5,880158883
524,150,2,884832650
239,305,4,889178513
393,1055,4,889728895
916,527,4,880845135
246,284,1,884922475
244,51,2,880606923
845,903,4,885409493
788,177,3,880868513
514,208,4,875463494
130,200,5,875217392
642,392,4,886132237
706,756,4,880997412
587,988,2,892871641
314,1229,2,877891681
666,945,4,880567883
841,751,3,889066880
62,121,4,879372916
667,69,3,891035104
417,95,5,879646965
298,527,5,884182725
308,153,5,887737484
227,287,4,879035704
207,580,3,879665232
672,756,2,879789244
68,7,3,876974096
537,714,3,886031886
758,20,4,881976574
262,100,3,879962366
758,481,5,881976031
778,11,5,890725951
521,248,3,884476110
262,660,4,879794419
561,427,4,885807484
632,186,5,879459738
417,625,4,879649064
883,919,4,891692713
916,1109,3,880844861
640,170,5,874777583
798,174,4,875743140
497,66,3,879362720
405,626,1,885548877
227,13,5,879035205
807,465,4,892529448
623,435,5,891035112
280,540,3,891702304
774,866,1,888558853
437,566,3,881002161
622,94,2,882671694
256,779,4,882164644
592,1047,1,882608736
454,356,1,888267279
342,257,2,875318267
42,496,5,881107718
1,3,4,878542960
846,190,5,883947694
830,566,3,891561937
474,462,4,887925497
347,172,5,881653933
417,669,2,880953014
234,1453,2,892335415
622,284,1,882590670
269,739,1,891451431
78,269,3,879633467
724,872,1,883757537
548,295,5,891044304
871,331,3,888192202
497,68,4,879310850
450,381,2,882374497
496,443,2,876066353
22,435,5,878886682
871,1176,3,888192858
291,448,5,874867741
514,631,4,875463386
145,117,5,875270655
373,393,4,877104284
551,476,5,892784259
505,588,5,889333823
290,742,2,880475310
58,238,5,884305185
902,295,2,879465128
405,91,2,885548932
157,515,5,874813477
233,568,5,880612346
35,937,4,875459237
437,287,2,881000931
421,173,1,892241319
532,51,5,888635365
621,143,2,874965208
506,173,4,874874308
227,50,4,879035347
610,755,5,888703710
367,324,5,876689418
634,515,4,877018346
345,356,3,884993686
335,323,4,891567125
930,523,2,879535574
249,746,5,879641209
402,135,4,876266775
463,744,3,877385457
56,550,4,892910860
248,250,3,884535532
752,751,4,891208212
201,237,4,884140307
791,748,3,879448035
647,326,3,876532517
703,257,5,875242990
487,833,4,888262381
268,403,4,875309914
230,402,5,880485445
862,1117,4,879303668
380,114,3,885478539
541,71,5,883874716
327,217,3,887746328
380,217,2,885480093
271,202,4,885849025
782,1391,4,891500066
708,880,3,892718919
566,133,4,881649670
733,125,2,879535814
407,400,1,876348583
308,448,3,887740866
928,168,5,880936817
320,42,4,884751712
691,227,4,875543108
450,484,3,887662002
731,357,5,886187538
393,186,3,887746734
287,100,5,888177364
96,200,5,884403215
727,121,4,883709518
121,124,5,891388063
321,647,3,879438699
478,219,2,889398289
566,485,3,881650242
793,685,3,875104718
655,32,4,887426900
268,435,4,875309859
655,1262,3,891585279
863,332,4,889288943
795,173,4,880567884
268,364,3,875743979
268,483,5,875309859
694,521,3,875730042
644,289,1,889076364
772,288,2,889028773
7,656,3,891351509
538,210,3,877106665
195,234,5,875771441
303,78,2,879544238
271,317,3,885848863
605,879,3,879365417
623,121,4,891034129
853,682,4,879364823
299,210,4,889502980
271,625,3,885849606
871,1385,3,888193136
21,244,4,874951349
528,484,3,886101695
537,211,4,886030831
238,471,4,883576359
450,795,3,882468790
655,122,2,887523605
82,286,4,876311004
151,429,5,879528673
283,294,4,879297013
731,484,3,886179289
863,331,4,889289278
405,140,3,885548932
147,292,5,885594040
537,330,2,886029488
647,136,5,876534131
10,9,4,877889005
271,216,5,885848672
846,1074,3,883950859
201,2,2,884112487
15,685,4,879456288
119,194,5,874781257
524,815,3,884627519
715,88,3,875964633
8,510,4,879362233
273,896,4,891292873
660,663,2,891199833
405,1232,1,885546681
748,118,2,879455040
239,632,5,889181015
295,1170,5,879966498
623,692,3,891034951
189,742,3,893264270
334,408,4,891547912
279,433,4,880869018
538,483,5,877109932
854,463,3,882814395
468,1012,4,875280462
143,271,4,888407708
796,8,5,892690059
60,641,5,883326086
815,479,4,878694106
308,204,4,887737891
389,510,3,880165367
487,652,5,883530374
350,179,5,882347653
405,1404,1,885547360
337,230,5,875185319
474,385,4,887927670
311,62,3,884365929
22,996,1,878887158
405,421,1,885549309
767,481,5,891462614
201,767,4,884114505
622,194,4,882669762
655,205,3,887650538
303,208,5,879467706
102,7,2,888801407
676,193,5,892686606
712,785,5,874730206
890,501,4,882403085
872,313,5,888478786
805,1629,5,881703690
663,655,4,889493869
269,603,5,891448871
456,448,3,881374586
495,449,5,888637768
280,29,3,891701852
106,210,4,881450810
454,55,2,888267617
700,222,3,884493899
363,1101,3,891495004
773,181,5,888540020
779,95,5,875999285
538,137,3,877108372
551,95,5,892783791
314,685,4,877886788
271,97,5,885848736
896,789,2,887157978
711,185,4,876278721
72,58,4,880036638
222,700,3,881060550
49,732,3,888069040
453,174,4,877554564
676,272,4,892685224
712,781,4,874956841
916,86,4,880844655
756,122,1,874831227
435,780,2,884133284
599,535,4,880952267
409,367,3,881109264
486,1514,4,879874663
679,241,3,884488149
121,9,5,891390013
178,288,5,882823353
525,1,4,881085964
757,125,2,888467666
545,266,2,879898447
629,241,5,880116911
320,145,4,884751552
782,1610,1,891500230
293,89,5,888905582
46,294,2,883611307
721,1025,3,877138200
345,620,2,884991614
334,303,4,891544077
551,421,4,892778202
918,275,4,891987176
503,603,3,880383653
222,35,1,878184007
766,672,3,891310824
435,1103,4,884131627
268,71,3,875309486
864,79,5,888887830
307,736,3,877118152
176,93,5,886047963
908,322,2,879722169
880,29,2,880167965
290,210,5,880474716
244,156,4,880602517
655,724,3,887427600
835,543,5,891033232
835,354,3,891032224
450,270,4,882216108
488,520,4,891293660
868,434,3,877107056
637,985,2,882905284
479,108,4,879460424
896,1406,3,887160676
891,181,3,891638601
650,498,4,891369587
290,1047,4,880475757
633,288,2,875324233
240,879,3,885775745
482,295,3,887644063
908,183,4,879722427
267,214,4,878972342
627,1074,3,879530694
22,510,5,878887765
583,200,5,879384404
598,243,2,886711192
614,255,5,879464119
655,576,2,888893313
125,82,5,879454386
181,328,3,878961227
383,58,4,891193210
383,197,5,891192888
622,210,3,882669784
851,912,4,891961214
489,897,2,891448565
75,685,4,884050134
425,228,4,878738334
18,411,3,880131986
715,97,3,875964330
234,623,2,892318107
435,24,4,884133084
608,303,4,880402983
399,622,4,882343605
527,1101,4,879456691
924,1478,4,886759691
280,934,2,891702291
101,252,3,877136628
707,283,4,880059957
222,90,2,878181647
912,496,4,875965939
829,170,4,881698933
14,357,2,890881294
336,692,3,877757637
82,181,4,876311241
178,654,3,882827506
405,776,1,885549094
346,134,5,874947644
239,133,3,889178652
739,603,4,886959069
805,213,3,881696699
748,135,4,879454998
680,20,4,877075273
177,56,5,880130618
94,203,5,885870577
342,88,1,875320644
524,511,5,884634707
591,710,3,891031603
807,422,4,893082741
334,153,4,891547306
779,71,4,875999285
339,288,3,891036899
624,898,1,891961380
880,284,4,880242528
506,12,5,874873247
805,665,4,881684185
770,919,5,875972024
682,215,4,888517197
682,1089,2,888518871
933,385,3,874939207
829,212,4,881699005
554,204,5,876550610
406,461,3,879446269
854,244,3,882812826
670,949,2,877974465
716,82,5,879796138
661,173,4,876014469
862,182,5,879304526
445,1047,1,891200656
741,38,2,891455832
76,70,4,875027981
577,147,4,880470604
739,96,5,886959039
542,246,3,886532359
566,265,4,881650849
102,577,3,892993895
514,342,1,885180909
452,736,3,887890174
840,516,5,891205245
303,367,4,879468082
42,410,3,881110483
804,476,3,879443852
932,489,4,891249710
429,826,3,882387139
13,722,3,882399528
104,283,4,888465582
537,614,3,886031473
826,578,5,885690713
843,206,3,879448112
13,569,2,882396955
498,486,2,881957431
276,227,4,880913800
697,123,5,882622016
164,717,3,889402265
702,1127,2,885767414
554,22,4,876232794
174,70,5,886453169
305,50,5,886321799
42,742,4,881105581
878,97,3,880869090
391,69,4,877399618
716,487,5,879794934
224,620,3,888104085
152,280,5,880148941
312,408,4,891698174
532,216,5,893119438
351,898,5,883356784
361,705,5,879441416
457,114,5,882396868
666,856,5,880139765
563,254,3,880506963
486,591,4,879874662
303,484,5,879466966
749,495,4,878847612
831,288,1,891354043
343,561,3,876405172
244,790,4,880608037
246,66,3,884922252
484,275,3,891195973
417,63,3,879649021
128,425,5,879967197
25,729,4,885852697
831,300,3,891354191
648,4,1,884881646
632,404,5,879459544
653,194,3,880150260
698,100,2,886367809
612,322,3,875324294
788,164,3,880870115
389,77,2,880088922
470,1067,4,879178568
62,514,3,879374813
500,60,5,883874557
85,589,3,879453587
126,327,3,887855087
488,133,4,891294606
776,95,4,892210688
472,760,5,892790953
11,230,4,891905783
359,298,5,886453354
551,340,4,892775584
848,474,5,887038441
181,1385,1,878962051
334,23,4,891545821
707,869,1,886289521
409,162,4,881109264
514,949,3,886189510
655,1128,3,887472791
943,1067,2,875501756
468,144,5,875287826
743,269,4,881277267
331,653,3,877196173
850,294,5,883194367
224,924,3,888103646
18,204,3,880131407
457,1,4,882393244
437,117,1,881001121
896,751,4,887235605
91,1126,1,891439301
378,273,4,880044221
314,117,4,877886484
94,90,3,891721889
846,318,5,883947777
694,22,5,875726759
707,174,2,886286133
937,301,1,876768812
264,192,4,886122099
883,137,5,891717356
823,459,4,878438379
276,470,3,874790855
22,62,4,878887925
847,141,3,878941144
178,520,5,882826210
363,546,3,891497440
7,391,3,892132943
463,121,3,877385797
346,67,3,875264985
187,1065,4,879465717
339,661,5,891033830
506,161,4,885135881
30,82,4,875060217
81,275,4,876533657
653,746,5,878853936
319,267,4,875707690
846,23,4,883948089
85,141,3,879829042
854,492,4,882814333
871,896,3,888192858
83,300,3,889050543
10,602,5,877889057
622,797,2,882670862
334,419,3,891546181
276,796,1,874791932
501,1067,5,883348011
608,1101,4,880405863
409,404,2,881109019
102,227,4,888801673
764,252,3,876244023
301,235,2,882074408
717,358,2,884642001
363,222,5,891496513
734,111,3,891025993
250,81,4,878092143
679,286,5,884312660
468,24,3,875280462
919,260,4,875288362
805,393,3,881705843
750,358,3,879446216
79,19,5,891271792
178,64,5,882826242
773,840,1,888540218
405,719,1,885547447
314,801,3,877892017
90,813,4,891384997
840,503,4,891209322
924,276,2,884371386
229,286,4,891633029
385,526,3,879445098
758,508,4,881975962
760,682,3,878530117
644,250,4,889077463
488,265,4,891294473
897,443,5,879991666
833,1019,5,875039039
868,132,4,877103195
717,281,4,884642958
206,749,2,888179980
910,307,2,880821815
106,699,4,881451421
488,521,3,891294942
391,134,4,877399171
610,673,4,888704000
495,89,3,888632888
600,4,4,888451908
279,242,3,877756647
336,1074,5,877757516
627,521,2,879529767
610,28,4,888703258
312,516,3,891699626
187,435,4,879465242
836,134,3,885754096
553,478,4,879948964
194,1410,2,879553404
805,412,3,881705592
301,284,4,882074708
347,928,3,881653176
311,168,4,884365406
190,1313,2,891033445
549,866,4,881672573
613,194,5,891227299
870,196,3,879539965
387,642,4,886483395
485,245,3,891041782
334,761,2,891549718
821,148,3,874792650
691,735,5,875543228
805,866,1,881705412
721,1026,3,877137214
203,879,4,880433474
426,486,3,879444604
851,696,3,874728338
831,326,4,891354275
250,44,4,878090199
773,367,2,888539576
837,926,1,875722371
627,358,3,879529556
247,340,3,893081396
626,266,1,878771476
889,258,4,880176550
796,286,2,892610876
642,225,4,886569942
330,197,5,876546071
741,403,5,891456083
436,550,4,887771093
200,596,4,876042584
381,134,5,892696347
655,896,4,887474605
532,132,5,893118711
85,425,4,879454905
705,282,5,883427216
158,298,3,880132513
654,408,5,887863381
493,284,4,884130619
796,578,4,893048562
90,134,5,891383204
887,411,4,881379059
302,358,3,879436981
508,735,4,883775341
380,38,2,885479537
85,234,4,882995015
760,819,1,875666064
693,186,2,875484882
95,511,4,879196298
682,209,3,888521381
318,208,4,884495664
387,42,4,886480548
160,79,4,876859413
59,265,4,888205410
541,73,4,883865693
367,565,2,876690048
177,469,4,880131201
896,327,5,887235643
360,654,5,880355715
758,179,5,881976031
916,73,3,880845829
922,919,5,891454625
653,1014,2,884405682
803,988,1,880055454
726,294,5,889828701
907,699,5,880159619
263,50,5,891300029
417,1209,3,879649368
409,631,3,881108077
58,200,3,884305295
627,232,3,879531302
899,179,2,884121267
279,932,3,892174381
883,582,3,891693387
543,318,3,874863549
632,22,4,879457394
863,262,3,889289618
303,271,2,879466065
261,340,5,890454045
90,1005,2,891383912
398,423,5,875659319
299,384,3,889503774
876,527,5,879428406
548,218,4,891044538
323,245,2,878739084
933,159,3,874854190
747,129,5,888639138
640,173,5,886354270
931,744,4,891036463
883,52,3,891693169
660,568,3,891199182
474,517,4,887925916
344,1165,1,886381986
394,1371,2,880886546
332,1218,5,887939171
640,313,5,888639815
886,201,3,876031695
862,79,5,879304623
160,13,4,876768990
121,1266,4,891388250
467,919,2,879532535
506,761,2,874873327
556,323,2,882136058
5,443,4,875720744
567,234,3,882426762
763,469,4,878915958
417,214,5,879647254
682,272,5,888523619
901,402,4,877132632
149,346,4,883512658
776,590,1,892920446
151,966,4,879543457
566,1437,2,881651434
551,1051,4,892784593
751,432,4,889134420
851,1598,3,886534882
381,1,5,892697394
618,1225,2,891309382
161,133,2,891171023
95,648,3,888954170
43,211,4,883955785
622,204,3,882592559
328,572,3,885049658
559,73,4,891035812
122,57,2,879270644
795,234,4,883251200
4,264,3,892004275
262,77,2,879794829
595,1165,1,886921748
454,210,4,881960361
466,68,3,890285159
854,49,4,882814665
918,208,3,891988002
682,1132,3,888521907
854,186,3,882814298
270,739,4,876955729
392,285,3,891039050
198,50,5,884204919
933,453,1,874938833
699,246,4,883278783
860,846,2,887754411
587,261,3,892871438
413,300,4,879968959
108,255,2,879880094
201,566,3,884112352
535,135,3,879617978
892,797,4,886610372
500,662,2,883876005
183,562,3,891467003
24,92,5,875323241
276,1118,4,874791830
43,286,4,875975028
187,735,4,879465532
883,513,5,891717319
456,42,4,881373655
286,90,4,877533224
357,826,3,878951984
262,509,3,879792818
81,222,2,876533619
292,10,5,881104606
331,31,2,877196567
671,452,4,884035173
763,196,4,878919206
527,475,3,879455847
409,327,2,881104837
487,298,5,883442431
689,258,5,876674954
826,62,4,885690790
287,426,3,875336743
557,887,3,881179118
848,443,5,887047921
467,1142,5,879532478
914,732,2,887123465
750,270,4,879445877
461,321,3,885355757
459,1040,2,879563701
70,739,2,884150753
620,151,4,889988196
49,406,2,888067428
930,1010,2,879534692
463,127,5,890530105
13,174,4,882139829
487,28,4,883446352
222,249,1,883815768
922,216,3,891448115
875,654,4,876465230
928,288,3,880935738
723,169,4,880498938
934,481,4,891191402
461,9,5,885356112
378,9,5,880044419
914,313,3,887121969
393,930,3,889731593
290,699,3,880473735
555,244,5,879962642
524,385,3,884636453
346,265,4,874950794
424,1346,4,880859519
306,235,4,876504354
148,132,4,877020715
291,77,4,874834799
724,751,2,883757397
402,510,5,876267235
297,326,2,874953892
268,139,2,875744744
705,720,5,883428178
308,609,4,887739757
429,1438,1,882385705
842,349,3,891218459
152,173,5,882474378
727,238,2,883710910
791,269,4,879447940
561,470,3,885809872
13,370,1,882396984
597,275,4,875339876
276,1109,3,882659656
664,792,4,876524474
269,53,1,891451111
448,896,5,891887216
295,290,4,879518630
107,264,3,891264598
541,1036,2,883866280
936,1007,5,886833795
110,307,4,886987260
365,742,3,891304039
323,288,3,878738827
286,251,5,876521678
881,226,3,876538400
454,842,2,881960266
796,1074,1,893047691
858,331,3,880932343
727,207,5,883710889
784,332,4,891387812
299,546,3,877879980
94,435,4,885870418
798,400,3,876176160
526,147,4,885682503
892,401,3,886609264
455,778,4,879112582
911,484,3,892839363
666,504,4,880139120
248,176,5,884534808
489,898,3,891366652
796,199,3,892662223
881,322,4,879051511
508,186,3,883777109
815,199,4,878694055
429,3,2,882386785
788,151,1,880869908
279,234,2,875654542
405,1175,1,885549904
269,414,3,891449624
536,8,5,882359047
488,56,4,891294785
92,291,4,886443277
266,275,5,892257831
332,228,5,888359980
655,359,3,887424883
42,413,1,881106072
714,181,5,892777876
804,1177,3,879446390
904,747,4,879735584
234,124,4,891227689
343,1211,4,876406677
658,70,3,875148196
5,257,5,875635239
886,1489,1,876034074
223,11,3,891550649
737,89,4,884314664
243,137,3,879987084
336,1446,1,877757790
194,28,5,879522324
95,462,4,879197022
227,7,5,879035251
655,708,3,887427307
344,285,5,889814068
331,947,5,877196308
332,975,3,887938631
405,214,4,885545235
743,276,5,881277855
788,1042,3,880871240
786,732,4,882843353
217,576,1,889070087
201,315,3,884111029
336,999,2,877757516
459,1051,3,879563667
911,7,4,892839551
848,181,5,887046674
109,258,5,880562908
109,62,3,880578711
524,950,4,884323351
178,55,4,882826394
435,825,3,884133372
682,219,2,888522857
543,71,4,874864870
591,56,4,891031344
734,313,4,891022311
813,890,4,883752708
330,293,3,876544311
125,687,3,892836268
490,277,3,875428531
712,416,3,874957113
342,732,3,875319786
807,739,4,892684321
733,14,5,879535368
268,250,4,875742530
